image,mask
cats_images/2009_003654.jpg,cats_annotation/2009_003654.mat
cats_images/2009_005119.jpg,cats_annotation/2009_005119.mat
cats_images/2008_007777.jpg,cats_annotation/2008_007777.mat
cats_images/2008_005716.jpg,cats_annotation/2008_005716.mat
cats_images/2008_001267.jpg,cats_annotation/2008_001267.mat
cats_images/2008_007613.jpg,cats_annotation/2008_007613.mat
cats_images/2010_003875.jpg,cats_annotation/2010_003875.mat
cats_images/2008_004515.jpg,cats_annotation/2008_004515.mat
cats_images/2008_000306.jpg,cats_annotation/2008_000306.mat
cats_images/2010_001195.jpg,cats_annotation/2010_001195.mat
cats_images/2008_000793.jpg,cats_annotation/2008_000793.mat
cats_images/2008_004328.jpg,cats_annotation/2008_004328.mat
cats_images/2009_004261.jpg,cats_annotation/2009_004261.mat
cats_images/2010_004144.jpg,cats_annotation/2010_004144.mat
cats_images/2010_005903.jpg,cats_annotation/2010_005903.mat
cats_images/2008_003562.jpg,cats_annotation/2008_003562.mat
cats_images/2008_005013.jpg,cats_annotation/2008_005013.mat
cats_images/2010_002255.jpg,cats_annotation/2010_002255.mat
cats_images/2010_005250.jpg,cats_annotation/2010_005250.mat
cats_images/2010_002000.jpg,cats_annotation/2010_002000.mat
cats_images/2009_002439.jpg,cats_annotation/2009_002439.mat
cats_images/2010_001054.jpg,cats_annotation/2010_001054.mat
cats_images/2010_003481.jpg,cats_annotation/2010_003481.mat
cats_images/2010_002845.jpg,cats_annotation/2010_002845.mat
cats_images/2010_003488.jpg,cats_annotation/2010_003488.mat
cats_images/2010_000048.jpg,cats_annotation/2010_000048.mat
cats_images/2010_005696.jpg,cats_annotation/2010_005696.mat
cats_images/2010_004335.jpg,cats_annotation/2010_004335.mat
cats_images/2010_005386.jpg,cats_annotation/2010_005386.mat
cats_images/2009_002972.jpg,cats_annotation/2009_002972.mat
cats_images/2010_005394.jpg,cats_annotation/2010_005394.mat
cats_images/2009_001057.jpg,cats_annotation/2009_001057.mat
cats_images/2009_000566.jpg,cats_annotation/2009_000566.mat
cats_images/2010_001590.jpg,cats_annotation/2010_001590.mat
cats_images/2010_005099.jpg,cats_annotation/2010_005099.mat
cats_images/2010_005238.jpg,cats_annotation/2010_005238.mat
cats_images/2009_005037.jpg,cats_annotation/2009_005037.mat
cats_images/2010_003509.jpg,cats_annotation/2010_003509.mat
cats_images/2008_001980.jpg,cats_annotation/2008_001980.mat
cats_images/2010_001534.jpg,cats_annotation/2010_001534.mat
cats_images/2009_004358.jpg,cats_annotation/2009_004358.mat
cats_images/2008_000181.jpg,cats_annotation/2008_000181.mat
cats_images/2010_002876.jpg,cats_annotation/2010_002876.mat
cats_images/2008_006910.jpg,cats_annotation/2008_006910.mat
cats_images/2009_000080.jpg,cats_annotation/2009_000080.mat
cats_images/2009_003647.jpg,cats_annotation/2009_003647.mat
cats_images/2010_001787.jpg,cats_annotation/2010_001787.mat
cats_images/2008_007794.jpg,cats_annotation/2008_007794.mat
cats_images/2010_003106.jpg,cats_annotation/2010_003106.mat
cats_images/2010_002143.jpg,cats_annotation/2010_002143.mat
cats_images/2009_000638.jpg,cats_annotation/2009_000638.mat
cats_images/2008_005566.jpg,cats_annotation/2008_005566.mat
cats_images/2010_002891.jpg,cats_annotation/2010_002891.mat
cats_images/2010_005202.jpg,cats_annotation/2010_005202.mat
cats_images/2008_000227.jpg,cats_annotation/2008_000227.mat
cats_images/2010_005833.jpg,cats_annotation/2010_005833.mat
cats_images/2009_004796.jpg,cats_annotation/2009_004796.mat
cats_images/2008_004189.jpg,cats_annotation/2008_004189.mat
cats_images/2010_005975.jpg,cats_annotation/2010_005975.mat
cats_images/2008_000581.jpg,cats_annotation/2008_000581.mat
cats_images/2009_001522.jpg,cats_annotation/2009_001522.mat
cats_images/2008_001004.jpg,cats_annotation/2008_001004.mat
cats_images/2008_006926.jpg,cats_annotation/2008_006926.mat
cats_images/2008_002294.jpg,cats_annotation/2008_002294.mat
cats_images/2008_005560.jpg,cats_annotation/2008_005560.mat
cats_images/2008_005331.jpg,cats_annotation/2008_005331.mat
cats_images/2008_006973.jpg,cats_annotation/2008_006973.mat
cats_images/2009_002008.jpg,cats_annotation/2009_002008.mat
cats_images/2010_002138.jpg,cats_annotation/2010_002138.mat
cats_images/2010_002068.jpg,cats_annotation/2010_002068.mat
cats_images/2009_003143.jpg,cats_annotation/2009_003143.mat
cats_images/2010_002909.jpg,cats_annotation/2010_002909.mat
cats_images/2010_004120.jpg,cats_annotation/2010_004120.mat
cats_images/2010_001025.jpg,cats_annotation/2010_001025.mat
cats_images/2010_005035.jpg,cats_annotation/2010_005035.mat
cats_images/2008_001708.jpg,cats_annotation/2008_001708.mat
cats_images/2008_006135.jpg,cats_annotation/2008_006135.mat
cats_images/2010_003032.jpg,cats_annotation/2010_003032.mat
cats_images/2010_003197.jpg,cats_annotation/2010_003197.mat
cats_images/2010_003943.jpg,cats_annotation/2010_003943.mat
cats_images/2009_004971.jpg,cats_annotation/2009_004971.mat
cats_images/2009_004607.jpg,cats_annotation/2009_004607.mat
cats_images/2010_005006.jpg,cats_annotation/2010_005006.mat
cats_images/2008_004933.jpg,cats_annotation/2008_004933.mat
cats_images/2009_002311.jpg,cats_annotation/2009_002311.mat
cats_images/2009_000303.jpg,cats_annotation/2009_000303.mat
cats_images/2010_000687.jpg,cats_annotation/2010_000687.mat
cats_images/2008_004155.jpg,cats_annotation/2008_004155.mat
cats_images/2010_005317.jpg,cats_annotation/2010_005317.mat
cats_images/2009_000716.jpg,cats_annotation/2009_000716.mat
cats_images/2008_003088.jpg,cats_annotation/2008_003088.mat
cats_images/2008_003501.jpg,cats_annotation/2008_003501.mat
cats_images/2010_003174.jpg,cats_annotation/2010_003174.mat
cats_images/2008_004120.jpg,cats_annotation/2008_004120.mat
cats_images/2010_005853.jpg,cats_annotation/2010_005853.mat
cats_images/2010_005082.jpg,cats_annotation/2010_005082.mat
cats_images/2010_000683.jpg,cats_annotation/2010_000683.mat
cats_images/2010_002531.jpg,cats_annotation/2010_002531.mat
cats_images/2008_007404.jpg,cats_annotation/2008_007404.mat
cats_images/2010_000469.jpg,cats_annotation/2010_000469.mat
cats_images/2010_004585.jpg,cats_annotation/2010_004585.mat
cats_images/2010_003527.jpg,cats_annotation/2010_003527.mat
cats_images/2008_006068.jpg,cats_annotation/2008_006068.mat
cats_images/2008_003239.jpg,cats_annotation/2008_003239.mat
cats_images/2008_005614.jpg,cats_annotation/2008_005614.mat
cats_images/2010_002990.jpg,cats_annotation/2010_002990.mat
cats_images/2009_003380.jpg,cats_annotation/2009_003380.mat
cats_images/2010_002594.jpg,cats_annotation/2010_002594.mat
cats_images/2009_004307.jpg,cats_annotation/2009_004307.mat
cats_images/2010_005935.jpg,cats_annotation/2010_005935.mat
cats_images/2010_004133.jpg,cats_annotation/2010_004133.mat
cats_images/2010_001737.jpg,cats_annotation/2010_001737.mat
cats_images/2010_000224.jpg,cats_annotation/2010_000224.mat
cats_images/2010_004973.jpg,cats_annotation/2010_004973.mat
cats_images/2010_001361.jpg,cats_annotation/2010_001361.mat
cats_images/2010_001516.jpg,cats_annotation/2010_001516.mat
cats_images/2010_000347.jpg,cats_annotation/2010_000347.mat
cats_images/2008_006377.jpg,cats_annotation/2008_006377.mat
cats_images/2010_002425.jpg,cats_annotation/2010_002425.mat
cats_images/2010_004141.jpg,cats_annotation/2010_004141.mat
cats_images/2008_005574.jpg,cats_annotation/2008_005574.mat
cats_images/2008_007630.jpg,cats_annotation/2008_007630.mat
cats_images/2010_004816.jpg,cats_annotation/2010_004816.mat
cats_images/2009_004504.jpg,cats_annotation/2009_004504.mat
cats_images/2010_001468.jpg,cats_annotation/2010_001468.mat
cats_images/2010_004365.jpg,cats_annotation/2010_004365.mat
cats_images/2008_002329.jpg,cats_annotation/2008_002329.mat
cats_images/2009_001016.jpg,cats_annotation/2009_001016.mat
cats_images/2010_005275.jpg,cats_annotation/2010_005275.mat
cats_images/2010_001827.jpg,cats_annotation/2010_001827.mat
cats_images/2010_002976.jpg,cats_annotation/2010_002976.mat
cats_images/2010_001885.jpg,cats_annotation/2010_001885.mat
cats_images/2008_005449.jpg,cats_annotation/2008_005449.mat
cats_images/2010_005408.jpg,cats_annotation/2010_005408.mat
cats_images/2009_004598.jpg,cats_annotation/2009_004598.mat
cats_images/2009_002917.jpg,cats_annotation/2009_002917.mat
cats_images/2009_004128.jpg,cats_annotation/2009_004128.mat
cats_images/2008_006384.jpg,cats_annotation/2008_006384.mat
cats_images/2009_005083.jpg,cats_annotation/2009_005083.mat
cats_images/2008_001592.jpg,cats_annotation/2008_001592.mat
cats_images/2008_004873.jpg,cats_annotation/2008_004873.mat
cats_images/2008_002004.jpg,cats_annotation/2008_002004.mat
cats_images/2010_002713.jpg,cats_annotation/2010_002713.mat
cats_images/2009_000030.jpg,cats_annotation/2009_000030.mat
cats_images/2010_002146.jpg,cats_annotation/2010_002146.mat
cats_images/2010_003427.jpg,cats_annotation/2010_003427.mat
cats_images/2009_001305.jpg,cats_annotation/2009_001305.mat
cats_images/2008_002681.jpg,cats_annotation/2008_002681.mat
cats_images/2008_004797.jpg,cats_annotation/2008_004797.mat
cats_images/2010_000389.jpg,cats_annotation/2010_000389.mat
cats_images/2010_005892.jpg,cats_annotation/2010_005892.mat
cats_images/2010_000506.jpg,cats_annotation/2010_000506.mat
cats_images/2009_001906.jpg,cats_annotation/2009_001906.mat
cats_images/2010_003672.jpg,cats_annotation/2010_003672.mat
cats_images/2008_005061.jpg,cats_annotation/2008_005061.mat
cats_images/2009_001270.jpg,cats_annotation/2009_001270.mat
cats_images/2009_004456.jpg,cats_annotation/2009_004456.mat
cats_images/2008_002177.jpg,cats_annotation/2008_002177.mat
cats_images/2009_004083.jpg,cats_annotation/2009_004083.mat
cats_images/2010_003800.jpg,cats_annotation/2010_003800.mat
cats_images/2008_005469.jpg,cats_annotation/2008_005469.mat
cats_images/2010_001382.jpg,cats_annotation/2010_001382.mat
cats_images/2008_005735.jpg,cats_annotation/2008_005735.mat
cats_images/2009_002955.jpg,cats_annotation/2009_002955.mat
cats_images/2009_000013.jpg,cats_annotation/2009_000013.mat
cats_images/2008_004303.jpg,cats_annotation/2008_004303.mat
cats_images/2009_003904.jpg,cats_annotation/2009_003904.mat
cats_images/2008_002225.jpg,cats_annotation/2008_002225.mat
cats_images/2008_004347.jpg,cats_annotation/2008_004347.mat
cats_images/2010_004712.jpg,cats_annotation/2010_004712.mat
cats_images/2010_002771.jpg,cats_annotation/2010_002771.mat
cats_images/2010_001555.jpg,cats_annotation/2010_001555.mat
cats_images/2008_001357.jpg,cats_annotation/2008_001357.mat
cats_images/2008_006329.jpg,cats_annotation/2008_006329.mat
cats_images/2010_004501.jpg,cats_annotation/2010_004501.mat
cats_images/2008_007632.jpg,cats_annotation/2008_007632.mat
cats_images/2008_006113.jpg,cats_annotation/2008_006113.mat
cats_images/2010_001012.jpg,cats_annotation/2010_001012.mat
cats_images/2010_003551.jpg,cats_annotation/2010_003551.mat
cats_images/2010_004717.jpg,cats_annotation/2010_004717.mat
cats_images/2010_001938.jpg,cats_annotation/2010_001938.mat
cats_images/2010_003497.jpg,cats_annotation/2010_003497.mat
cats_images/2010_004002.jpg,cats_annotation/2010_004002.mat
cats_images/2009_000227.jpg,cats_annotation/2009_000227.mat
cats_images/2008_002215.jpg,cats_annotation/2008_002215.mat
cats_images/2010_004822.jpg,cats_annotation/2010_004822.mat
cats_images/2010_001863.jpg,cats_annotation/2010_001863.mat
cats_images/2010_005614.jpg,cats_annotation/2010_005614.mat
cats_images/2008_002668.jpg,cats_annotation/2008_002668.mat
cats_images/2009_003013.jpg,cats_annotation/2009_003013.mat
cats_images/2010_004271.jpg,cats_annotation/2010_004271.mat
cats_images/2010_005551.jpg,cats_annotation/2010_005551.mat
cats_images/2009_004877.jpg,cats_annotation/2009_004877.mat
cats_images/2009_003528.jpg,cats_annotation/2009_003528.mat
cats_images/2008_006956.jpg,cats_annotation/2008_006956.mat
cats_images/2010_005796.jpg,cats_annotation/2010_005796.mat
cats_images/2010_005128.jpg,cats_annotation/2010_005128.mat
cats_images/2008_005134.jpg,cats_annotation/2008_005134.mat
cats_images/2008_000670.jpg,cats_annotation/2008_000670.mat
cats_images/2009_005160.jpg,cats_annotation/2009_005160.mat
cats_images/2010_002746.jpg,cats_annotation/2010_002746.mat
cats_images/2010_004954.jpg,cats_annotation/2010_004954.mat
cats_images/2008_005523.jpg,cats_annotation/2008_005523.mat
cats_images/2008_003104.jpg,cats_annotation/2008_003104.mat
cats_images/2009_000964.jpg,cats_annotation/2009_000964.mat
cats_images/2009_003697.jpg,cats_annotation/2009_003697.mat
cats_images/2010_001499.jpg,cats_annotation/2010_001499.mat
cats_images/2008_000619.jpg,cats_annotation/2008_000619.mat
cats_images/2010_000737.jpg,cats_annotation/2010_000737.mat
cats_images/2009_000466.jpg,cats_annotation/2009_000466.mat
cats_images/2010_001089.jpg,cats_annotation/2010_001089.mat
cats_images/2008_003114.jpg,cats_annotation/2008_003114.mat
cats_images/2010_001240.jpg,cats_annotation/2010_001240.mat
cats_images/2010_001070.jpg,cats_annotation/2010_001070.mat
cats_images/2010_002811.jpg,cats_annotation/2010_002811.mat
cats_images/2008_006561.jpg,cats_annotation/2008_006561.mat
cats_images/2009_004953.jpg,cats_annotation/2009_004953.mat
cats_images/2010_003223.jpg,cats_annotation/2010_003223.mat
cats_images/2008_001414.jpg,cats_annotation/2008_001414.mat
cats_images/2010_004448.jpg,cats_annotation/2010_004448.mat
cats_images/2010_001656.jpg,cats_annotation/2010_001656.mat
cats_images/2010_003971.jpg,cats_annotation/2010_003971.mat
cats_images/2009_000488.jpg,cats_annotation/2009_000488.mat
cats_images/2008_003519.jpg,cats_annotation/2008_003519.mat
cats_images/2008_002957.jpg,cats_annotation/2008_002957.mat
cats_images/2009_002855.jpg,cats_annotation/2009_002855.mat
cats_images/2009_001450.jpg,cats_annotation/2009_001450.mat
cats_images/2010_003291.jpg,cats_annotation/2010_003291.mat
cats_images/2010_005709.jpg,cats_annotation/2010_005709.mat
cats_images/2008_007165.jpg,cats_annotation/2008_007165.mat
cats_images/2010_002422.jpg,cats_annotation/2010_002422.mat
cats_images/2009_003921.jpg,cats_annotation/2009_003921.mat
cats_images/2010_005855.jpg,cats_annotation/2010_005855.mat
cats_images/2010_000616.jpg,cats_annotation/2010_000616.mat
cats_images/2010_000458.jpg,cats_annotation/2010_000458.mat
cats_images/2010_000317.jpg,cats_annotation/2010_000317.mat
cats_images/2008_007548.jpg,cats_annotation/2008_007548.mat
cats_images/2009_000330.jpg,cats_annotation/2009_000330.mat
cats_images/2010_005456.jpg,cats_annotation/2010_005456.mat
cats_images/2010_000553.jpg,cats_annotation/2010_000553.mat
cats_images/2010_004815.jpg,cats_annotation/2010_004815.mat
cats_images/2008_000345.jpg,cats_annotation/2008_000345.mat
cats_images/2010_001351.jpg,cats_annotation/2010_001351.mat
cats_images/2008_000536.jpg,cats_annotation/2008_000536.mat
cats_images/2009_001153.jpg,cats_annotation/2009_001153.mat
cats_images/2010_004037.jpg,cats_annotation/2010_004037.mat
cats_images/2008_007403.jpg,cats_annotation/2008_007403.mat
cats_images/2010_002723.jpg,cats_annotation/2010_002723.mat
cats_images/2010_000665.jpg,cats_annotation/2010_000665.mat
cats_images/2009_003056.jpg,cats_annotation/2009_003056.mat
cats_images/2008_003974.jpg,cats_annotation/2008_003974.mat
cats_images/2010_002831.jpg,cats_annotation/2010_002831.mat
cats_images/2008_000096.jpg,cats_annotation/2008_000096.mat
cats_images/2010_004515.jpg,cats_annotation/2010_004515.mat
cats_images/2010_000114.jpg,cats_annotation/2010_000114.mat
cats_images/2010_003696.jpg,cats_annotation/2010_003696.mat
cats_images/2008_004462.jpg,cats_annotation/2008_004462.mat
cats_images/2008_005309.jpg,cats_annotation/2008_005309.mat
cats_images/2009_001948.jpg,cats_annotation/2009_001948.mat
cats_images/2010_003133.jpg,cats_annotation/2010_003133.mat
cats_images/2010_001968.jpg,cats_annotation/2010_001968.mat
cats_images/2009_000511.jpg,cats_annotation/2009_000511.mat
cats_images/2009_002267.jpg,cats_annotation/2009_002267.mat
cats_images/2010_000009.jpg,cats_annotation/2010_000009.mat
cats_images/2010_003805.jpg,cats_annotation/2010_003805.mat
cats_images/2009_002936.jpg,cats_annotation/2009_002936.mat
cats_images/2010_005017.jpg,cats_annotation/2010_005017.mat
cats_images/2008_005386.jpg,cats_annotation/2008_005386.mat
cats_images/2010_005161.jpg,cats_annotation/2010_005161.mat
cats_images/2009_002176.jpg,cats_annotation/2009_002176.mat
cats_images/2008_001513.jpg,cats_annotation/2008_001513.mat
cats_images/2008_005805.jpg,cats_annotation/2008_005805.mat
cats_images/2008_001885.jpg,cats_annotation/2008_001885.mat
cats_images/2009_002615.jpg,cats_annotation/2009_002615.mat
cats_images/2009_003489.jpg,cats_annotation/2009_003489.mat
cats_images/2010_000442.jpg,cats_annotation/2010_000442.mat
cats_images/2010_002625.jpg,cats_annotation/2010_002625.mat
cats_images/2008_004490.jpg,cats_annotation/2008_004490.mat
cats_images/2010_003050.jpg,cats_annotation/2010_003050.mat
cats_images/2008_007496.jpg,cats_annotation/2008_007496.mat
cats_images/2008_000358.jpg,cats_annotation/2008_000358.mat
cats_images/2008_003430.jpg,cats_annotation/2008_003430.mat
cats_images/2008_002045.jpg,cats_annotation/2008_002045.mat
cats_images/2008_004540.jpg,cats_annotation/2008_004540.mat
cats_images/2008_005463.jpg,cats_annotation/2008_005463.mat
cats_images/2009_001227.jpg,cats_annotation/2009_001227.mat
cats_images/2010_001465.jpg,cats_annotation/2010_001465.mat
cats_images/2009_004248.jpg,cats_annotation/2009_004248.mat
cats_images/2010_001100.jpg,cats_annotation/2010_001100.mat
cats_images/2010_001587.jpg,cats_annotation/2010_001587.mat
cats_images/2008_004048.jpg,cats_annotation/2008_004048.mat
cats_images/2010_001385.jpg,cats_annotation/2010_001385.mat
cats_images/2010_002662.jpg,cats_annotation/2010_002662.mat
cats_images/2010_000519.jpg,cats_annotation/2010_000519.mat
cats_images/2010_001747.jpg,cats_annotation/2010_001747.mat
cats_images/2009_004477.jpg,cats_annotation/2009_004477.mat
cats_images/2008_007327.jpg,cats_annotation/2008_007327.mat
cats_images/2010_004933.jpg,cats_annotation/2010_004933.mat
cats_images/2010_005886.jpg,cats_annotation/2010_005886.mat
cats_images/2010_003067.jpg,cats_annotation/2010_003067.mat
cats_images/2008_002623.jpg,cats_annotation/2008_002623.mat
cats_images/2009_000782.jpg,cats_annotation/2009_000782.mat
cats_images/2010_001347.jpg,cats_annotation/2010_001347.mat
cats_images/2008_001836.jpg,cats_annotation/2008_001836.mat
cats_images/2008_007726.jpg,cats_annotation/2008_007726.mat
cats_images/2010_006058.jpg,cats_annotation/2010_006058.mat
cats_images/2008_005281.jpg,cats_annotation/2008_005281.mat
cats_images/2010_006011.jpg,cats_annotation/2010_006011.mat
cats_images/2010_000724.jpg,cats_annotation/2010_000724.mat
cats_images/2009_004999.jpg,cats_annotation/2009_004999.mat
cats_images/2009_004683.jpg,cats_annotation/2009_004683.mat
cats_images/2010_000692.jpg,cats_annotation/2010_000692.mat
cats_images/2008_003045.jpg,cats_annotation/2008_003045.mat
cats_images/2010_003337.jpg,cats_annotation/2010_003337.mat
cats_images/2010_002763.jpg,cats_annotation/2010_002763.mat
cats_images/2008_006656.jpg,cats_annotation/2008_006656.mat
cats_images/2009_002673.jpg,cats_annotation/2009_002673.mat
cats_images/2010_003309.jpg,cats_annotation/2010_003309.mat
cats_images/2010_005647.jpg,cats_annotation/2010_005647.mat
cats_images/2010_002692.jpg,cats_annotation/2010_002692.mat
cats_images/2010_001291.jpg,cats_annotation/2010_001291.mat
cats_images/2010_002676.jpg,cats_annotation/2010_002676.mat
cats_images/2008_005193.jpg,cats_annotation/2008_005193.mat
cats_images/2008_002299.jpg,cats_annotation/2008_002299.mat
cats_images/2009_004291.jpg,cats_annotation/2009_004291.mat
cats_images/2010_004008.jpg,cats_annotation/2010_004008.mat
cats_images/2010_003539.jpg,cats_annotation/2010_003539.mat
cats_images/2010_000576.jpg,cats_annotation/2010_000576.mat
cats_images/2010_000971.jpg,cats_annotation/2010_000971.mat
cats_images/2009_002739.jpg,cats_annotation/2009_002739.mat
cats_images/2008_004672.jpg,cats_annotation/2008_004672.mat
cats_images/2008_001071.jpg,cats_annotation/2008_001071.mat
cats_images/2008_004538.jpg,cats_annotation/2008_004538.mat
cats_images/2010_005573.jpg,cats_annotation/2010_005573.mat
cats_images/2009_000599.jpg,cats_annotation/2009_000599.mat
cats_images/2009_001260.jpg,cats_annotation/2009_001260.mat
cats_images/2008_006462.jpg,cats_annotation/2008_006462.mat
cats_images/2008_007363.jpg,cats_annotation/2008_007363.mat
cats_images/2009_000862.jpg,cats_annotation/2009_000862.mat
cats_images/2010_002678.jpg,cats_annotation/2010_002678.mat
cats_images/2008_005003.jpg,cats_annotation/2008_005003.mat
